"x","y"
3.724246818,29.66489885
5.674304291,98.07144569
3.947315545,46.9492469
5.532830489,102.1827169
4.835936746,73.85701987
5.835301679,107.4681701
4.269273038,62.55889192
4.395596586,56.41930778
7.361733139,170.5690056
4.153218872,34.37504802
4.043796628,66.23136415
2.820504918,33.72180285
5.518452938,92.53775984
4.690307064,79.55250203
6.810235972,130.8822521
5.026552962,93.59861902
6.661874863,149.1977162
5.186311856,95.13220313
3.915586883,62.04504616
4.606239195,70.26414882
3.878409561,47.95622972
4.605986918,53.58560941
4.404665007,48.31465199
5.233924604,66.94747009
4.95743662,65.03688907
5.867181109,109.4265659
3.199692272,27.62790198
4.408439041,67.59454511
6.517767762,132.8403835
5.18090257,83.55793441
5.186180791,85.60409328
6.941213198,138.7448307
5.664562043,106.4018425
5.569295816,91.67688249
6.609089007,133.31118
4.17027334,53.65355575
6.057255194,117.0736673
5.358166821,75.29582902
4.796961981,65.07476522
4.862738381,74.53245208
5.240878055,90.45729679
4.757851298,59.6732035
3.721840446,52.11552733
5.949328189,94.63471006
5.236210973,89.38822221
3.88859601,49.43588611
5.694728842,104.3174912
6.09027186,109.0144199
4.978096019,74.27627684
4.789127649,51.11641316
3.555610969,36.36188921
3.211637411,46.80032122
6.087769201,119.3922652
3.586557813,41.82572226
3.259145766,30.62125221
3.96933139,44.19134868
4.750913121,100.3919255
4.576372666,64.33424068
5.808350693,103.5608423
5.174333933,82.86948038
4.027749369,50.02257913
6.854148298,145.6842772
4.039032995,50.17632916
1.948396717,5.063386848
5.769097126,93.36691216
5.570389713,95.7408591
5.213950841,64.85459603
4.831787647,70.03469777
4.55016015,61.42250725
3.963981596,52.18816702
4.615350494,78.48137568
6.792003622,166.9656315
6.641723075,128.6308306
4.313877359,57.93292298
6.602356032,132.9379025
5.854379505,102.4269671
3.015403715,18.59646723
5.13428543,81.15819196
6.271258573,119.2151215
3.993715155,28.53547385
4.586745425,71.92313888
2.789306624,21.37011009
4.264694972,52.50650141
3.858974006,53.58854435
4.262704535,65.48646462
4.806575816,55.36600041
7.427204408,160.9035697
3.264004307,26.42321549
4.28545836,70.37265627
4.120802809,64.09007875
6.20192191,117.5013639
5.422324706,93.74454371
3.734006576,42.73569846
3.93174375,40.61625678
7.724878792,194.2219921
4.48271057,53.58640277
5.581952391,94.30822058
7.470466054,165.6706963
3.876711386,52.22769286
6.820834696,131.7495341
4.375791069,72.27078925
5.498416468,104.6044817
4.56606714,74.50603819
4.91300517,96.59526642
